Time,UserID,User full name,Affected user,Event context,Component,Event name,Description
"8/11/20, 06:45",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Wiki page viewed,The user with id '66' viewed the page with id '23' for the wiki with course module id '145'.
"8/11/20, 06:45",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Comments viewed,The user with id '66' viewed the comments for the page with id '3' for the wiki with course module id '145'.
"8/11/20, 06:45",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Wiki page viewed,The user with id '66' viewed the page with id '3' for the wiki with course module id '145'.
"8/11/20, 06:44",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Course module viewed,The user with id '66' viewed the 'wiki' activity with course module id '145'.
"8/11/20, 06:44",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Comments viewed,The user with id '66' viewed the comments for the page with id '32' for the wiki with course module id '145'.
"8/11/20, 06:44",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Comment created,The user with id '66' added a comment with id '-31338' on the page with id '-31337' for the wiki with course module id '145'.
"8/11/20, 05:12",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Comments viewed,The user with id '66' viewed the comments for the page with id '32' for the wiki with course module id '145'.
"8/11/20, 05:11",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Wiki page viewed,The user with id '66' viewed the page with id '32' for the wiki with course module id '145'.
"8/11/20, 05:10",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Course module viewed,The user with id '66' viewed the 'wiki' activity with course module id '145'.
"8/11/20, 05:06",66,anonfirstname64 anonlastname64,-,Page: Assignment of Research Articles,Page,Course module viewed,The user with id '66' viewed the 'page' activity with course module id '144'.
"8/11/20, 05:06",66,anonfirstname64 anonlastname64,-,URL: Ulrich Hoppe: Talk for DANCE,URL,Course module viewed,The user with id '66' viewed the 'url' activity with course module id '143'.
"8/11/20, 02:57",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Wiki page viewed,The user with id '66' viewed the page with id '27' for the wiki with course module id '145'.
"8/11/20, 02:56",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Wiki page viewed,The user with id '66' viewed the page with id '18' for the wiki with course module id '145'.
"8/11/20, 02:56",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Comments viewed,The user with id '66' viewed the comments for the page with id '18' for the wiki with course module id '145'.
"8/11/20, 02:56",66,anonfirstname64 anonlastname64,-,Page: Assignment of Research Articles,Page,Course module viewed,The user with id '66' viewed the 'page' activity with course module id '144'.
"8/11/20, 02:55",66,anonfirstname64 anonlastname64,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Course module viewed,The user with id '66' viewed the 'wiki' activity with course module id '145'.
"8/11/20, 02:54",66,anonfirstname64 anonlastname64,-,Page: Assignment of Research Articles,Page,Course module viewed,The user with id '66' viewed the 'page' activity with course module id '144'.
"8/11/20, 02:53",66,anonfirstname64 anonlastname64,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '66' viewed the course with id '6'.
"8/11/20, 00:54",68,anonfirstname66 anonlastname66,-,URL: Kaggle example notebook,URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '134'.
"8/11/20, 00:50",68,anonfirstname66 anonlastname66,-,"URL: video: ""How To"" Kaggle Kernels for Beginners ",URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '132'.
"8/11/20, 00:50",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '68' viewed the course with id '6'.
"7/11/20, 23:22",68,anonfirstname66 anonlastname66,-,File: Slides of Webinar 2,File,Course module viewed,The user with id '68' viewed the 'resource' activity with course module id '141'.
"7/11/20, 23:22",68,anonfirstname66 anonlastname66,-,File: Better to be frustrated than bored!,File,Course module viewed,The user with id '68' viewed the 'resource' activity with course module id '139'.
"7/11/20, 23:22",68,anonfirstname66 anonlastname66,-,File: Computational Methods for the Analysis of Learning and Knowledge Building Communities,File,Course module viewed,The user with id '68' viewed the 'resource' activity with course module id '138'.
"7/11/20, 23:19",68,anonfirstname66 anonlastname66,-,File: Some basics about descriptives,File,Course module viewed,The user with id '68' viewed the 'resource' activity with course module id '137'.
"7/11/20, 22:53",68,anonfirstname66 anonlastname66,-,URL: Kaggle example notebook,URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '134'.
"7/11/20, 22:53",68,anonfirstname66 anonlastname66,-,URL: The OULAD dataset on Kaggle,URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '133'.
"7/11/20, 22:53",68,anonfirstname66 anonlastname66,-,"URL: video: ""How To"" Kaggle Kernels for Beginners ",URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '132'.
"7/11/20, 22:53",68,anonfirstname66 anonlastname66,-,URL: Kaggle,URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '131'.
"7/11/20, 21:47",55,anonfirstname53 anonlastname53,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '55' viewed the course with id '6'.
"7/11/20, 21:46",55,anonfirstname53 anonlastname53,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",File submissions,A file has been uploaded.,The user with id '55' has uploaded a file to the submission with id '215' in the assignment activity with course module id '136'.
"7/11/20, 21:46",55,anonfirstname53 anonlastname53,anonfirstname53 anonlastname53,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",File submissions,Submission created.,The user with id '55' created a file submission and uploaded '1' file/s in the assignment with course module id '136'.
"7/11/20, 21:46",55,anonfirstname53 anonlastname53,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Online text submissions,An online text has been uploaded.,The user with id '55' has saved an online text submission with id '215' in the assignment activity with course module id '136'.
"7/11/20, 21:46",55,anonfirstname53 anonlastname53,anonfirstname53 anonlastname53,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Online text submissions,Submission created.,The user with id '55' created an online text submission with '0' words in the assignment with course module id '136'.
"7/11/20, 21:46",55,anonfirstname53 anonlastname53,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,A submission has been submitted.,The user with id '55' has submitted the submission with id '215' for the assignment with course module id '136'.
"7/11/20, 21:46",55,anonfirstname53 anonlastname53,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '55' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 21:46",55,anonfirstname53 anonlastname53,anonfirstname53 anonlastname53,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Submission form viewed.,The user with id '55' viewed their submission for the assignment with course module id '136'.
"7/11/20, 21:46",55,anonfirstname53 anonlastname53,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '55' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 21:10",68,anonfirstname66 anonlastname66,-,Assignment: Assignment 1: Working with data,Assignment,The status of the submission has been viewed.,The user with id '68' has viewed the submission status page for the assignment with course module id '119'.
"7/11/20, 21:09",68,anonfirstname66 anonlastname66,-,URL: OULAD Website,URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '117'.
"7/11/20, 21:09",68,anonfirstname66 anonlastname66,-,File: Research Paper with OULAD,File,Course module viewed,The user with id '68' viewed the 'resource' activity with course module id '116'.
"7/11/20, 20:52",55,anonfirstname53 anonlastname53,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '55' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 20:46",65,anonfirstname63 anonlastname63,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '65' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 20:39",61,anonfirstname59 anonlastname59,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '61' viewed the course with id '6'.
"7/11/20, 20:39",61,anonfirstname59 anonlastname59,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Course module viewed,The user with id '61' viewed the 'wiki' activity with course module id '145'.
"7/11/20, 20:38",61,anonfirstname59 anonlastname59,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Course module viewed,The user with id '61' viewed the 'wiki' activity with course module id '145'.
"7/11/20, 20:38",61,anonfirstname59 anonlastname59,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Wiki page viewed,The user with id '61' viewed the page with id '12' for the wiki with course module id '145'.
"7/11/20, 20:38",61,anonfirstname59 anonlastname59,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Course module viewed,The user with id '61' viewed the 'wiki' activity with course module id '145'.
"7/11/20, 20:38",61,anonfirstname59 anonlastname59,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '61' viewed the course with id '6'.
"7/11/20, 20:37",61,anonfirstname59 anonlastname59,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Wiki page viewed,The user with id '61' viewed the page with id '4' for the wiki with course module id '145'.
"7/11/20, 20:37",61,anonfirstname59 anonlastname59,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Course module viewed,The user with id '61' viewed the 'wiki' activity with course module id '145'.
"7/11/20, 20:37",61,anonfirstname59 anonlastname59,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '61' viewed the course with id '6'.
"7/11/20, 20:34",68,anonfirstname66 anonlastname66,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Course module viewed,The user with id '68' viewed the 'wiki' activity with course module id '145'.
"7/11/20, 20:34",68,anonfirstname66 anonlastname66,-,File: Data Descriptor: Open University Learning Analytics dataset (OULAD),File,Course module viewed,The user with id '68' viewed the 'resource' activity with course module id '115'.
"7/11/20, 20:34",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,Wiki,Course module instance list viewed,The user with id '68' viewed the instance list for the module 'wiki' in the course with id '6'.
"7/11/20, 20:34",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '68' viewed the course with id '6'.
"7/11/20, 20:19",64,anonfirstname62 anonlastname62,-,Course: Introduction to Learning Analytics 2020/2021,Assignment,Course module instance list viewed,The user with id '64' viewed the instance list for the module 'assign' in the course with id '6'.
"7/11/20, 20:19",64,anonfirstname62 anonlastname62,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '64' viewed the course with id '6'.
"7/11/20, 19:59",53,anonfirstname51 anonlastname51,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '53' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 19:58",53,anonfirstname51 anonlastname51,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '53' viewed the course with id '6'.
"7/11/20, 19:27",69,anonfirstname67 anonlastname67,-,"URL: video: ""How To"" Kaggle Kernels for Beginners ",URL,Course module viewed,The user with id '69' viewed the 'url' activity with course module id '132'.
"7/11/20, 19:27",65,anonfirstname63 anonlastname63,-,"URL: video: ""How To"" Kaggle Kernels for Beginners ",URL,Course module viewed,The user with id '65' viewed the 'url' activity with course module id '132'.
"7/11/20, 19:27",69,anonfirstname67 anonlastname67,-,URL: Kaggle,URL,Course module viewed,The user with id '69' viewed the 'url' activity with course module id '131'.
"7/11/20, 19:27",65,anonfirstname63 anonlastname63,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '65' viewed the course with id '6'.
"7/11/20, 19:26",53,anonfirstname51 anonlastname51,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '53' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 19:25",53,anonfirstname51 anonlastname51,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '53' viewed the course with id '6'.
"7/11/20, 18:44",65,anonfirstname63 anonlastname63,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '65' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 18:27",75,anonfirstname73 anonlastname73,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '75' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 18:26",65,anonfirstname63 anonlastname63,-,URL: Kaggle example notebook,URL,Course module viewed,The user with id '65' viewed the 'url' activity with course module id '134'.
"7/11/20, 18:19",69,anonfirstname67 anonlastname67,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '69' viewed the course with id '6'.
"7/11/20, 18:18",69,anonfirstname67 anonlastname67,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '69' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 18:18",69,anonfirstname67 anonlastname67,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '69' viewed the course with id '6'.
"7/11/20, 18:18",69,anonfirstname67 anonlastname67,-,Forum: Week 7: Bring Discussion Forward!,Forum,Course module viewed,The user with id '69' viewed the 'forum' activity with course module id '162'.
"7/11/20, 18:17",69,anonfirstname67 anonlastname67,-,File: Notebook: The Gradebook download,File,Course module viewed,The user with id '69' viewed the 'resource' activity with course module id '161'.
"7/11/20, 18:17",69,anonfirstname67 anonlastname67,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '69' viewed the course with id '6'.
"7/11/20, 18:17",69,anonfirstname67 anonlastname67,-,Quiz: Weekly Short Quiz,Quiz,Course module viewed,The user with id '69' viewed the 'quiz' activity with course module id '160'.
"7/11/20, 18:17",69,anonfirstname67 anonlastname67,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '69' viewed the course with id '6'.
"7/11/20, 18:17",69,anonfirstname67 anonlastname67,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Course module viewed,The user with id '69' viewed the 'wiki' activity with course module id '145'.
"7/11/20, 18:17",69,anonfirstname67 anonlastname67,-,Page: Assignment of Research Articles,Page,Course module viewed,The user with id '69' viewed the 'page' activity with course module id '144'.
"7/11/20, 18:16",69,anonfirstname67 anonlastname67,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '69' viewed the course with id '6'.
"7/11/20, 18:07",65,anonfirstname63 anonlastname63,-,"URL: video: ""How To"" Kaggle Kernels for Beginners ",URL,Course module viewed,The user with id '65' viewed the 'url' activity with course module id '132'.
"7/11/20, 17:59",75,anonfirstname73 anonlastname73,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '75' viewed the course with id '6'.
"7/11/20, 17:45",65,anonfirstname63 anonlastname63,-,"URL: video: ""How To"" Kaggle Kernels for Beginners ",URL,Course module viewed,The user with id '65' viewed the 'url' activity with course module id '132'.
"7/11/20, 17:43",69,anonfirstname67 anonlastname67,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '69' viewed the course with id '6'.
"7/11/20, 17:43",69,anonfirstname67 anonlastname67,-,Quiz: Weekly Short Quiz,Quiz,Course module viewed,The user with id '69' viewed the 'quiz' activity with course module id '160'.
"7/11/20, 17:43",69,anonfirstname67 anonlastname67,-,Page: Assignment of Research Articles,Page,Course module viewed,The user with id '69' viewed the 'page' activity with course module id '144'.
"7/11/20, 17:36",69,anonfirstname67 anonlastname67,-,URL: Notebook (Kaggle Kernels),URL,Course module viewed,The user with id '69' viewed the 'url' activity with course module id '159'.
"7/11/20, 17:36",69,anonfirstname67 anonlastname67,-,Page: Assignment of Research Articles,Page,Course module viewed,The user with id '69' viewed the 'page' activity with course module id '144'.
"7/11/20, 16:51",69,anonfirstname67 anonlastname67,-,URL: Video Talk: Feature Engineering for Student Modeling,URL,Course module viewed,The user with id '69' viewed the 'url' activity with course module id '130'.
"7/11/20, 16:51",69,anonfirstname67 anonlastname67,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '69' viewed the course with id '6'.
"7/11/20, 16:51",69,anonfirstname67 anonlastname67,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '69' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 16:45",69,anonfirstname67 anonlastname67,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '69' viewed the course with id '6'.
"7/11/20, 15:31",55,anonfirstname53 anonlastname53,-,File: Data Descriptor: Open University Learning Analytics dataset (OULAD),File,Course module viewed,The user with id '55' viewed the 'resource' activity with course module id '115'.
"7/11/20, 15:31",55,anonfirstname53 anonlastname53,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '55' viewed the course with id '6'.
"7/11/20, 15:18",65,anonfirstname63 anonlastname63,-,File: Some basics about descriptives,File,Course module viewed,The user with id '65' viewed the 'resource' activity with course module id '137'.
"7/11/20, 15:18",65,anonfirstname63 anonlastname63,-,File: Computational Methods for the Analysis of Learning and Knowledge Building Communities,File,Course module viewed,The user with id '65' viewed the 'resource' activity with course module id '138'.
"7/11/20, 15:17",65,anonfirstname63 anonlastname63,-,File: Better to be frustrated than bored!,File,Course module viewed,The user with id '65' viewed the 'resource' activity with course module id '139'.
"7/11/20, 15:15",65,anonfirstname63 anonlastname63,-,File: Some basics about descriptives,File,Course module viewed,The user with id '65' viewed the 'resource' activity with course module id '137'.
"7/11/20, 15:09",65,anonfirstname63 anonlastname63,-,URL: OULAD Website,URL,Course module viewed,The user with id '65' viewed the 'url' activity with course module id '117'.
"7/11/20, 15:08",65,anonfirstname63 anonlastname63,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '65' viewed the course with id '6'.
"7/11/20, 15:02",60,anonfirstname58 anonlastname58,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '60' viewed the course with id '6'.
"7/11/20, 15:01",65,anonfirstname63 anonlastname63,-,Assignment: Assignment 1: Working with data,Assignment,The status of the submission has been viewed.,The user with id '65' has viewed the submission status page for the assignment with course module id '119'.
"7/11/20, 15:01",65,anonfirstname63 anonlastname63,-,Course: Introduction to Learning Analytics 2020/2021,Assignment,Course module instance list viewed,The user with id '65' viewed the instance list for the module 'assign' in the course with id '6'.
"7/11/20, 14:55",65,anonfirstname63 anonlastname63,-,URL: The OULAD dataset on Kaggle,URL,Course module viewed,The user with id '65' viewed the 'url' activity with course module id '133'.
"7/11/20, 14:49",65,anonfirstname63 anonlastname63,-,"URL: video: ""How To"" Kaggle Kernels for Beginners ",URL,Course module viewed,The user with id '65' viewed the 'url' activity with course module id '132'.
"7/11/20, 14:48",65,anonfirstname63 anonlastname63,-,URL: Kaggle,URL,Course module viewed,The user with id '65' viewed the 'url' activity with course module id '131'.
"7/11/20, 14:48",65,anonfirstname63 anonlastname63,-,URL: Video Talk: Feature Engineering for Student Modeling,URL,Course module viewed,The user with id '65' viewed the 'url' activity with course module id '130'.
"7/11/20, 14:48",65,anonfirstname63 anonlastname63,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '65' viewed the course with id '6'.
"7/11/20, 14:40",58,anonfirstname56 anonlastname56,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '58' viewed the course with id '6'.
"7/11/20, 14:40",58,anonfirstname56 anonlastname56,-,Forum: Week 7: Bring Discussion Forward!,Forum,Course module viewed,The user with id '58' viewed the 'forum' activity with course module id '162'.
"7/11/20, 14:33",58,anonfirstname56 anonlastname56,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '58' viewed the course with id '6'.
"7/11/20, 13:26",60,anonfirstname58 anonlastname58,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",File submissions,A file has been uploaded.,The user with id '60' has uploaded a file to the submission with id '220' in the assignment activity with course module id '136'.
"7/11/20, 13:26",60,anonfirstname58 anonlastname58,anonfirstname58 anonlastname58,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",File submissions,Submission created.,The user with id '60' created a file submission and uploaded '2' file/s in the assignment with course module id '136'.
"7/11/20, 13:26",60,anonfirstname58 anonlastname58,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Online text submissions,An online text has been uploaded.,The user with id '60' has saved an online text submission with id '220' in the assignment activity with course module id '136'.
"7/11/20, 13:26",60,anonfirstname58 anonlastname58,anonfirstname58 anonlastname58,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Online text submissions,Submission created.,The user with id '60' created an online text submission with '0' words in the assignment with course module id '136'.
"7/11/20, 13:26",60,anonfirstname58 anonlastname58,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,A submission has been submitted.,The user with id '60' has submitted the submission with id '220' for the assignment with course module id '136'.
"7/11/20, 13:26",60,anonfirstname58 anonlastname58,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '60' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 13:25",60,anonfirstname58 anonlastname58,anonfirstname58 anonlastname58,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,Submission form viewed.,The user with id '60' viewed their submission for the assignment with course module id '136'.
"7/11/20, 12:55",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"7/11/20, 12:55",50,anonfirstname48 anonlastname48,-,Forum: Week 7: Bring Discussion Forward!,Forum,Course module viewed,The user with id '50' viewed the 'forum' activity with course module id '162'.
"7/11/20, 12:55",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"7/11/20, 12:26",58,anonfirstname56 anonlastname56,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '58' viewed the course with id '6'.
"7/11/20, 12:26",58,anonfirstname56 anonlastname56,-,Forum: Week 7: Bring Discussion Forward!,Forum,Course module viewed,The user with id '58' viewed the 'forum' activity with course module id '162'.
"7/11/20, 12:26",58,anonfirstname56 anonlastname56,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '58' viewed the course with id '6'.
"7/11/20, 11:50",55,anonfirstname53 anonlastname53,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '55' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 11:49",55,anonfirstname53 anonlastname53,-,File: Slides of Webinar 2,File,Course module viewed,The user with id '55' viewed the 'resource' activity with course module id '141'.
"7/11/20, 11:47",55,anonfirstname53 anonlastname53,-,URL: Webinar Recording,URL,Course module viewed,The user with id '55' viewed the 'url' activity with course module id '140'.
"7/11/20, 11:47",55,anonfirstname53 anonlastname53,-,File: Some basics about descriptives,File,Course module viewed,The user with id '55' viewed the 'resource' activity with course module id '137'.
"7/11/20, 11:44",55,anonfirstname53 anonlastname53,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '55' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 11:05",55,anonfirstname53 anonlastname53,-,"URL: video: ""How To"" Kaggle Kernels for Beginners ",URL,Course module viewed,The user with id '55' viewed the 'url' activity with course module id '132'.
"7/11/20, 11:03",55,anonfirstname53 anonlastname53,-,URL: Kaggle,URL,Course module viewed,The user with id '55' viewed the 'url' activity with course module id '131'.
"7/11/20, 11:03",55,anonfirstname53 anonlastname53,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '55' viewed the course with id '6'.
"7/11/20, 10:56",67,anonfirstname65 anonlastname65,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '67' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 10:55",67,anonfirstname65 anonlastname65,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '67' viewed the course with id '6'.
"7/11/20, 09:58",67,anonfirstname65 anonlastname65,-,Assignment: Assignment 1: Working with data,Assignment,The status of the submission has been viewed.,The user with id '67' has viewed the submission status page for the assignment with course module id '119'.
"7/11/20, 09:57",67,anonfirstname65 anonlastname65,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '67' viewed the course with id '6'.
"7/11/20, 09:45",67,anonfirstname65 anonlastname65,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '67' viewed the course with id '6'.
"7/11/20, 09:45",67,anonfirstname65 anonlastname65,-,Assignment: Assignment 1: Working with data,Assignment,The status of the submission has been viewed.,The user with id '67' has viewed the submission status page for the assignment with course module id '119'.
"7/11/20, 09:45",67,anonfirstname65 anonlastname65,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '67' viewed the course with id '6'.
"7/11/20, 09:43",67,anonfirstname65 anonlastname65,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '67' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 09:43",67,anonfirstname65 anonlastname65,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '67' has viewed the submission status page for the assignment with course module id '136'.
"7/11/20, 09:43",67,anonfirstname65 anonlastname65,-,File: Some basics about descriptives,File,Course module viewed,The user with id '67' viewed the 'resource' activity with course module id '137'.
"7/11/20, 09:42",67,anonfirstname65 anonlastname65,-,File: Better to be frustrated than bored!,File,Course module viewed,The user with id '67' viewed the 'resource' activity with course module id '139'.
"7/11/20, 09:41",67,anonfirstname65 anonlastname65,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '67' viewed the course with id '6'.
"7/11/20, 00:05",68,anonfirstname66 anonlastname66,-,"Assignment: Assignment 2: Descriptives, Missing Data, Outliers",Assignment,The status of the submission has been viewed.,The user with id '68' has viewed the submission status page for the assignment with course module id '136'.
"6/11/20, 23:58",68,anonfirstname66 anonlastname66,-,File: Notebook: The Gradebook download,File,Course module viewed,The user with id '68' viewed the 'resource' activity with course module id '161'.
"6/11/20, 23:58",68,anonfirstname66 anonlastname66,-,URL: Notebook (Kaggle Kernels),URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '159'.
"6/11/20, 23:57",68,anonfirstname66 anonlastname66,-,Wiki: Knowledge base: Methods and Applications in Learning Analytics,Wiki,Course module viewed,The user with id '68' viewed the 'wiki' activity with course module id '145'.
"6/11/20, 23:56",68,anonfirstname66 anonlastname66,-,Page: Assignment of Research Articles,Page,Course module viewed,The user with id '68' viewed the 'page' activity with course module id '144'.
"6/11/20, 23:56",68,anonfirstname66 anonlastname66,-,File: Slides of Webinar 2,File,Course module viewed,The user with id '68' viewed the 'resource' activity with course module id '141'.
"6/11/20, 23:56",68,anonfirstname66 anonlastname66,-,File: Better to be frustrated than bored!,File,Course module viewed,The user with id '68' viewed the 'resource' activity with course module id '139'.
